ItemID,Sentiment,SentimentSource,SentimentText
344,negative,Sentiment140,     @riceuniversiity I know huh @Kouture85 Im bout to cry@Ahmier thanks Marco! *muah*
345,negative,Sentiment140,     angry
346,positive,Sentiment140,     praise God for this beautiful day!!!
347,negative,Sentiment140,     sry matt 2 hear that (
348,negative,Sentiment140,     what the fucccckkkkkkkkkk
349,negative,Sentiment140,    Bye World!!!!!!
350,negative,Sentiment140,    i couldnt even have one fairytale night
351,negative,Sentiment140,    Il be working when Pottercast/Lupins/Willows come near me.  FAIL.
352,negative,Sentiment140,"    My cell phone screen is dead.  Sooooooooooo, no texts and I don know who calling.  Fuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuck"
353,negative,Sentiment140,"    NO MORE SICKNESS. strike i say STRIKE! ohhhh well, other day off school i guess"
354,negative,Sentiment140,    Nobody likes Year One in the reviews Ie read. I disappointed. But maybe now Il like it more since I not expecting much..
355,negative,Sentiment140,   (must i say more?)
356,negative,Sentiment140,   *old me dead and gone*
357,negative,Sentiment140,   ... have to go now ??? 13 more minutes   ... please please please
358,positive,Sentiment140,   @Lakers!! I love you guyssss! Those rings.. Mmmyeahh! Bling blingg
359,positive,Sentiment140,   @PERFEKTnCHANCE (Chance) is Boo #29
360,positive,Sentiment140,   @Standing_Stones  Thank you very much for the DVD suggestion!  Very nice of you!  Looks good.
361,negative,Sentiment140,   awwwww i really hate this.
362,negative,Sentiment140,   bad day.
363,negative,Sentiment140,   bad day.....damn you @311. What kind of ticket sale was that.....
364,negative,Sentiment140,   Boston Globe could be shut down in 60 days http://sbne.ws/r/vWc
365,negative,Sentiment140,   bye guys!!!! ia miss yal sooo sooo much! but don worry il be back on monday!!! have an awesome weekend!!! peace!!!!
366,negative,Sentiment140,   can i have some followers :( ... i so sad...    NOW THAT I LOSING HOPE -pressure
367,negative,Sentiment140,   Couldn bless da mic w/ my bra in music 2day @ERiceOnTheBeat @moneybagzfam1st @circustk
368,negative,Sentiment140,   CRY CRY CRY
369,negative,Sentiment140,   F**kn day...
370,negative,Sentiment140,   Goodnight
371,negative,Sentiment140,   grandma is very sick. not doing well. going to the emergency room.
372,positive,Sentiment140,   had a WONDERFUL day  G_D is GRRRRRRRRREAT!!!!!
373,negative,Sentiment140,   I am going to shed tears if the Cavs have to go home tonight. Like seriously
374,negative,Sentiment140,   i am soooo sad...at this point of night i be cuddling with jonathan like i did for 4 years
375,negative,Sentiment140,   I hate you forever.
376,positive,Sentiment140,   I have passed 70-542 exam today
377,negative,Sentiment140,   i missed it
378,negative,Sentiment140,   i still Feel like a Douchebag
379,positive,Sentiment140,   I want to write a song. I think I will.
380,positive,Sentiment140,- @serialseb Always thought time estimates should use alue of Pi rule (x 3.14). Only exception being i squared rule.
381,positive,Sentiment140, @SirKenRobinson Creativity via Twitter http://bit.ly/HVTHS
382,positive,Sentiment140,"- @SlashHudson you tease, i wanna hear the tracks!! "
383,negative,Sentiment140, @sommacolada never answering my im
384,positive,Sentiment140, @soultravelers3 http://bit.ly/H9Nqe  15 TravelTips 4 student safety in roughplaces
385,negative,Sentiment140, @squarespace it now fathers day and you haven picked me...yet. I kind of want to incessantly bother you...#squarespace
386,positive,Sentiment140, @SRenaeNae... What is ML
387,positive,Sentiment140, @sweetlilmzmia: &quot;Gotta LOVE Blip.fm - John Mayer Trio - CALIFORNIA DREAMINas heard on Conan 06/04/2009 ---... â™« http://blip.fm/~7qdf0
388,positive,Sentiment140, @Thatsrightnate ~ Just in case you need some help w that:  http://bit.ly/12nP1H
389,positive,Sentiment140, @THEDIAMONDCOACH  Im sure he love that LOL
390,positive,Sentiment140, @theenglishmuse on &quot;Karl Lagerfeld&quot;  Twitter profile(s) lol!  Heart the first pic http://tinyurl.com/cbl6tm
391,negative,Sentiment140, @TheIanCrawford is no longer in the Cab. To say I heartbroken is an understatement... good luck with everything! youe amazing ian.
392,negative,Sentiment140, @va_songstress broke my twitter..
393,negative,Sentiment140, @warbo is off clubbing... must come over to sheffield sometime &amp; party but really probably shouldn atm. a tech conference is a conf etc
394,positive,Sentiment140," @weselec My avatar can figure out what you people are, either. http://tr.im/jj70"
395,negative,Sentiment140, @xxkirahxx is fulfilling my life ambition 2 go 2 a Jonas Brothers concert + I went 2 HMV and the new album is already sold out! Why me?
396,positive,Sentiment140," @yhf What happened to movies, anyway? It like Hollywood forgot: in rough times, the public wants to see.. http://tr.im/mZ8l"
397,negative,Sentiment140, @zochula just yelled at me for picking apple store over food.
398,positive,Sentiment140, @ZOEBOE: &quot;whoops credit is due to   &gt;&gt;&gt;rb@MusicIsMySunshine:  &quot; ? http://blip.fm/~7d4pk
399,positive,Sentiment140, =&gt; How not to exit a Cessna 206 #skydiving http://bit.ly/16ZZJ7
400,negative,Sentiment140, 1 of me cats kittens died only 3 days old too..RIP ming.
401,negative,Sentiment140, 1 week before the palm pre comes out and my centro dies. I have a temp phone but my contacts aren transfered yet. #sadpanda #fb
402,positive,Sentiment140,"- 20 chicken mcnuggets, 2 double cheeseburgers, large fries, and a lemonade for dinner. Why you may ask? Because I hate my body. "
403,negative,Sentiment140, 3 hrs on da phone...lol dude is hilarious
404,positive,Sentiment140,- 400th tweet (!) breakfast: everything bagel toasted w/cream cheese with an iced cap... delish
405,negative,Sentiment140, 5 gb of video to upload to utube :O dam sony vegas making it so big
406,negative,Sentiment140, 50% of the new footwear labeling norm is definitions that are never referred to in the document. Who wrote this up?
407,negative,Sentiment140, a big angry spider was crawling in my blankeys  i flicked it to the floor and cant sleep now
408,positive,Sentiment140, A blessed sunday everyone!
409,negative,Sentiment140,- a couple years of sickness all piled up to this one day
410,positive,Sentiment140, A dog riding the bicycle http://bit.ly/gvMzD
411,negative,Sentiment140," a fly just landed in my green chile stew. ie never been big on killing bugs, but this asshole asked for it. There goes my appetite"
412,positive,Sentiment140, A problem shared is a buck passed
413,negative,Sentiment140, A_ just got the same handshake in her meeting. Vibe here sucks
414,positive,Sentiment140, à¸”à¸¹à¹?à¸šà¹„à¸•à¹‹ hitech
415,negative,Sentiment140,  (Jonah:whats a tweet!?) SHARON!!!!!!!!!!!!
416,negative,Sentiment140,  alice is beating be at my scooby doo board game!
417,positive,Sentiment140,  am quite tired can wait till wwe at burswood &lt;3
418,negative,Sentiment140,  anyone have any advice on how to cope with a break up?
419,negative,Sentiment140,"  arrrrrrrgggggggghhhhhhhh!!!!!!!!!!  that it, all lines of communications are temporarily suspended! "
420,positive,Sentiment140,"-  awake, and ready for the day "
421,positive,Sentiment140,  Being NASTY in the studio with my woman!!!  Go SLEEPIES!!!
422,negative,Sentiment140,  but i understand.
423,negative,Sentiment140,  cars being inspected today gonna cost me over 600 dollars
424,negative,Sentiment140,  e is OUT!
425,negative,Sentiment140,  everythings wrong.
426,negative,Sentiment140,  Exercise 2 build muscle mass is only thing that speeds metabolism: http://tinyurl.com/bvagbj
427,positive,Sentiment140,  feeling ok for the first time in a few days. thank you!
428,positive,Sentiment140,"  found a new way to text him, yey!"
429,negative,Sentiment140,  friends dying is just horrible.
430,positive,Sentiment140,  going for a paddle 2moz
431,positive,Sentiment140,  Good Nite.  I hope Grandma visits my dreams again tonight.  Last Night was uplifting...  I miss her.
432,positive,Sentiment140,  Goodbassplayer... that is funny.... ;)  OilIPO.... I hope the people that will bring us good things are started early this week...
433,negative,Sentiment140,  He was the best there.
434,negative,Sentiment140,  Hungover........ and craving chocolate! OMG how funny was the pub last night!! LOL
435,negative,Sentiment140,  I dont want my sister to leave me for the whole summer!
436,negative,Sentiment140,  i hope everyone is at church so i can just go to my concert in peace on wed.  dont have to worry about rushing back to church to visit
437,negative,Sentiment140, - i just spilt the last of my jordans cereal on the floor iâ€™m distraught http://tumblr.com/xxw2329lh
438,negative,Sentiment140,  I miss my family and friends.
439,negative,Sentiment140,  I see I missed the nectar sucking dirty talk ;)
440,negative,Sentiment140,  I want a freaking puppy now! A cute little black yorkshire terrier.
441,negative,Sentiment140, - I want irissa back http://tumblr.com/xpn1wrj48
442,negative,Sentiment140,  I glad diversity got through...but what about stavros!
443,positive,Sentiment140,  I here to tell ya ... very yummy.  Decided to go on a hunt for blender drinks ... know any good ones?
444,negative,Sentiment140,  I out of Nutella
445,negative,Sentiment140,  is it rlly tht serious? I abt to go thru my fonebook...
446,positive,Sentiment140,  is listenin to my new fav band more amor
447,negative,Sentiment140,  it is on environmental studies and driving me mental
448,negative,Sentiment140,  Ie always seen bits &amp; pieces of Shottas. now Ie seen the whole movie...it ends sooooo sad   I gonna cry.
449,positive,Sentiment140,  Just another day in paradise. ;)
450,negative,Sentiment140,  Just found a bone in my chicken nugget    Not cool
451,negative,Sentiment140," - Like I said, my back still fucking hurts and Iâ€™m going to complain about it like no oneâ€™s business.... http://tumblr.com/x6n25amd5"
452,positive,Sentiment140,  love you! &lt;333
453,negative,Sentiment140,  my aunties dog is getting put down  hes my dogs brother aswell
454,negative,Sentiment140," - my head feels like its going to explode - mmm, what a horrendous image... the mess!"
455,negative,Sentiment140,  my head is killing meee
456,negative,Sentiment140," - My name is Amy. Iï¿½m only three My eyes are swollen I cannot see, I must be stupid, I must be bad What... http://tumblr.com/xfj1uain0"
457,negative,Sentiment140," - my picture with Kris Karmada is gone forever, its not in my comments, on my mysapce or on my... http://tumblr.com/xzg1wy4jj"
458,negative,Sentiment140, Â«Confirmed: Missing Air France Flight 447 has Crashed in the AtlanticÂ»: http://bit.ly/BxdVL
459,negative,Sentiment140, about 1/4 of my myspace comments are gone. cause someone hacked onto wills account. and kept abusing others so he had to delete it.
460,negative,Sentiment140, about school....... it will all be over soon can wait to celebrate            STRES till then
461,positive,Sentiment140,- about to pop in a movie &amp; chill a bit... get it innnnn.! call n text
462,positive,Sentiment140,- about to swim
463,negative,Sentiment140, abt missing Air France plane. Follow here for best air news source:  http://tinyurl.com/m2p6yk
464,negative,Sentiment140, AFI are not at reading til sunday this sucks !!!!!!!!!
465,negative,Sentiment140," after a crap night was looking forward to being cheered up, but no. Never mind."
466,negative,Sentiment140, ah the postman didn have my package. What am I goon to do for the rest of the day.....
467,positive,Sentiment140, ahh school on monday!!!! not ready
468,positive,Sentiment140," ahhh. Drizzy. Mr. Rogers, you are indeed the best."
469,negative,Sentiment140," Airport Express doesn rock enough to allow wireless scanning with the Canon pixma MX310, but otherwise it wireless goodness."
470,negative,Sentiment140," Alistair friends are all in the kitchen and I in my pjs...I JUST WANT A CUP OF TEA, DAMMIT!"
471,negative,Sentiment140, all day.. no play.
472,negative,Sentiment140, all dressed up and no bicyclist for Monday nite ride n Henderson KY http://bit.ly/10H4ne
473,negative,Sentiment140, all I want is my ma in my arms  that all I want is you in my arms
474,negative,Sentiment140, all my friends are gone haley n katie @ camp Paris @ moms Landin n Ayonna @ aunts n moms im so bored
475,negative,Sentiment140, all nighter. yeeeeeeeeeeeessshhhh what a nightmare up coming 2 weeks. cannot wait to graduate!
476,positive,Sentiment140, All the small things...
477,negative,Sentiment140," All those Non-Robsten posts are making me sad. I mean, I knew that, but to see it from others in words. So sad."
478,negative,Sentiment140, allison didnt win. She should have.
479,negative,Sentiment140, almost time to leave.
480,negative,Sentiment140, already getting sleepy...I really want to get my psych quizzes done tonight...
481,positive,Sentiment140,- always a nice thing to wake up to. yay. :p (gosh I such a typical lame overanalyzing teenager) lmao  / had a nice nap.
482,positive,Sentiment140, am excited
483,positive,Sentiment140, Am feelin very happy!?
484,positive,Sentiment140, Am I feeding the Pig?
485,negative,Sentiment140," am i losing my mind cause i wanna see my.TC on TV right now, this min? FU2 i want 2see CandyGirls!! not Daisy -dammit!! @iluvTerricka"
486,negative,Sentiment140, am sad to say i didn get my results today somehow the school forgot to mail my results to me?? Typical. Ugh
487,positive,Sentiment140,-- An alarm clock is a device for waking up people who do not have small children. ---
488,negative,Sentiment140, And how can you mend a broken heart?   â™« http://blip.fm/~8k7kl
489,negative,Sentiment140, and I think that why I felt really sick and depressed in school today cuz of all the stress.. I glad I got that off my chest :/
490,negative,Sentiment140, and i was just starting to get confident in myself! you have torn me down!
491,positive,Sentiment140, anoron.reedcourty.operaunite.com/webserver/content/ home.sch alternatÃ­va
492,negative,Sentiment140, another 45 mins....
493,negative,Sentiment140, another early day
494,negative,Sentiment140, another father day weekend I don get to spend with my dad..
495,positive,Sentiment140, Another Friday night of Rock Band
496,negative,Sentiment140, anticipating a tough day ahead
497,negative,Sentiment140, anyone know if Ghostbusters is region free on 360?? and where to get a US copy in Britain if it is
498,positive,Sentiment140,  : D a million making a difference. I can help but to believe. I came in believing &amp; I will leave believing GOD IS!
499,negative,Sentiment140, - ?oVe&lt;33
500,negative,Sentiment140,  6:30...what wrong wit it?
501,negative,Sentiment140, - alergic... nose itchy and eyes burning... Hope It getting better soon....
502,negative,Sentiment140,  and they KEEP on coming!   xox
503,negative,Sentiment140,  Another expensive weekend trip to the vet.
504,negative,Sentiment140,"  are there any parties tonight!? im hella bored at home, and its seems like everyone is busy!! LAMMMMEEE"
505,negative,Sentiment140,  but chilli prawns will make the pain better...
506,negative,Sentiment140,  daughter beloved diabetic dwarf hamster died in her hands this morning...all creatures are worthy of love. â™¥
507,negative,Sentiment140,  DD has pinkeye...not fun.
508,negative,Sentiment140, -- Farrah Fawcett Dies of Cancer at 62 - ABC News http://bit.ly/akQLD (via @Turner)
509,negative,Sentiment140,  feeling hopeless and useless.
510,negative,Sentiment140,  forgot my lunch at home
511,negative,Sentiment140,  General Motors sold hummer :S :S
512,positive,Sentiment140,  Good morning all! Have a great day!!!
513,negative,Sentiment140,  goodnight..
514,negative,Sentiment140,  gooood night!!   must prepare for tomorrows meeting now
515,negative,Sentiment140, - Great! Im bored at the moment and just have no idea on what to do!  Missing Boyfie too! Damn iâ€™m... http://tumblr.com/xzp224xgj
516,positive,Sentiment140,  having a luvly day http://tinyurl.com/ckbmkc
517,positive,Sentiment140,  he is so hot !
518,positive,Sentiment140,  hmm what to do!
519,negative,Sentiment140,  http://bit.ly/18xobk Five Guys Locations Closed After Visit from &lt;em&gt;Inside Edition&lt;/em&gt; at Patrol@dcist
520,negative,Sentiment140,  I am actually crying now because of sore throat.
521,negative,Sentiment140," - I feel irresponsible and sort of horrible. Marshmallows, unless otherwise stated, have gelatin. fuck... http://tumblr.com/xl21pafgm"
522,negative,Sentiment140,  i miss my brother.. i worry about him.
523,negative,Sentiment140,"  i need to think of something else, first. "
524,negative,Sentiment140,  i wanted julian to win!
525,positive,Sentiment140, - Iowa No. 2 in happy! Yea!
526,negative,Sentiment140,  jus got some bad news
527,positive,Sentiment140,  just got home
528,negative,Sentiment140,  just mean
529,positive,Sentiment140,  just saw sink into me the whole video on kerrang! ive seen it before loads but its so much better on tv!
530,negative,Sentiment140, - Limp Bizkit - Rollin#SongStuckInMyHeadWhenIWokeUp
531,negative,Sentiment140,"  ove, save the empty"
532,negative,Sentiment140,  my camera broke !
533,positive,Sentiment140,  My mom is the funniest person ever!
534,negative,Sentiment140,  my parents left
535,negative,Sentiment140,"  Nadal is out @ French Open ... now, to my back-up -- Go ANDY RODDICK!"
536,negative,Sentiment140,"  no ass beatings, checked out Playhouse in Baltimore this weekend as well.  Feeling quite rested and a bit out of sorts."
537,negative,Sentiment140,  nothing....
538,negative,Sentiment140,  ok wel talk about your boyfriends and stuff tomorrow ;) lmao and wel talk for real soon too!! wooo hehe ilysfm doodle xxxx
539,positive,Sentiment140,  Pie seems to have quite a good appetite now.
540,negative,Sentiment140, - server problems - motivating me to change hosting providers though... #fb
541,negative,Sentiment140,  shakes head
542,negative,Sentiment140,"  Shock loss to Sparks...bummer, @tmmcwilliams had a great game but shock too many injuries to start the season...rematch Monday!"
543,negative,Sentiment140,  some asshole got a hold of my email and signed me up for all this spam mail.  ughhhh...it non stop.  anyone have a spam blocker?
544,negative,Sentiment140,  someone just said ast least your pretty  . thanks but but being pretty gets you nowhere you have to much integrity .
545,negative,Sentiment140,  myspace peOplE  can get really angry if I don answer them right away... JA!
546,negative,Sentiment140,  never get any photo comments on m space and more
547,positive,Sentiment140,"  NHL: Penguins 1, Red Wings 3 - FINAL - Red Wings lead series 1-0 - for stats, stars and more visit http://www.nhl.com"
548,negative,Sentiment140,  no tickets in germany for the miley cyrus tour..
549,negative,Sentiment140,"  photo shoot rained out...  oh well, back to post!"
550,positive,Sentiment140,  R.I.P young teke!!!  i miss you cuzin!! &lt;3     it has been 1 year sence you died. . .    [Dont be ashamed of your faith]
551,negative,Sentiment140,  RIP Charles J ...the world is with one less fine fellow
552,negative,Sentiment140,  RSL was at the Paley talk?! Now I even more depressed I couldn get a ticket. Oh wells.
553,positive,Sentiment140, - she is amazing -- Bjork ï¿½ Bachelorette ? http://blip.fm/~4lfyi
554,negative,Sentiment140,  so bored
555,negative,Sentiment140,  so much for a good weekend
556,positive,Sentiment140,  Thank you.    @Kyauphie
557,negative,Sentiment140,  The hotel doesn know where it is either... that was my favorite! How poopie is that.
558,negative,Sentiment140, - thelovelybones: I plan on owning this â€¦donâ€™t judge me. http://tumblr.com/xr0238tmq
559,negative,Sentiment140,"  This year, 5 million children from hunger-related causes.  http://is.gd/17Eo4"
560,negative,Sentiment140, - ticketsandpassports: Â lmao your not a nerd. i think its cool when guys like anime. http://tumblr.com/xqn1x1tue
561,negative,Sentiment140,  To all the mothers whose day may not be so happy. God loves you. TLC - Waterfalls ? http://blip.fm/~5zi9g
562,negative,Sentiment140,  Today is not a good day. But I guess laying around the house in your undies isn so bad.
563,negative,Sentiment140,"  went to maggie bday party, came home without my phone... I feel lost, and reaallly confused (but thats just the booze talking)"
564,negative,Sentiment140,  when will RB2 get an australian release date???
565,negative,Sentiment140," !my grandma just told me she thinks I stupid. Well, hey thanks, G."
566,positive,Sentiment140, #andyhurleyday
567,positive,Sentiment140, #ASOT400
568,negative,Sentiment140, #betseyjohnson why are you doing this to me? This necklace is $150 rather than the usual $50-60 I want it  http://twitpic.com/6ioi8
569,positive,Sentiment140, #followfriday @n3rin3 @jurgenphoto @shaneaddinall @robi27 @dannyvan @byronrode @tattood1
570,negative,Sentiment140, #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH
571,positive,Sentiment140, #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany
572,negative,Sentiment140, #p1wimax no signal detected here at the gardens
573,negative,Sentiment140, #trackle
574,positive,Sentiment140, --&gt; that was then. =( --&gt; this is NOW.
575,positive,Sentiment140, &lt;3 this pic If u want more tell me cause I got more   http://twitpic.com/6vsv8
576,positive,Sentiment140, &lt;---My expression watching this again: http://tinyurl.com/eqbwe
577,negative,Sentiment140, &quot;Beach Ball Fail&quot; - http://cheezburger.com/tw/?v7-20659 #lol #fail
578,positive,Sentiment140, &quot;I a freelance writer for Braille porn and a stunt double for a hand model for Palmolive dishwashing liquid.&quot; [from @ShinyHappyHead]
579,positive,Sentiment140, &quot;Im in love and I don care who knows it !&quot; -elf
580,negative,Sentiment140, &quot;It raining again&quot; (c) Supertramp
581,positive,Sentiment140," &quot;Y must people insist on talking about stupid politics on the comments of a bubblegum pop song. Sorry, get out&quot; http://tinyurl.com/ljgec2"
582,negative,Sentiment140, &quot;you have to do it all alone&quot;
583,negative,Sentiment140," Apparently the ew3.0 is the same build as the GM, meaning Il likely have the same [minute] issues I was having with the GM. #mlia"
584,negative,Sentiment140," Archie annoying me this morning, says I hogged the bed all night and won get up for his shower, him and his little black kettle self"
585,negative,Sentiment140, are you ok @zheyamada ?
586,negative,Sentiment140," Argh, the speakers on my Macbook are screwing up, and slowly dying."
587,positive,Sentiment140, -as simple as it gets.
588,negative,Sentiment140, at Chris Brown . . . I honestly dont feel bad for Rihanna ; anyways . . . Out nd such . . .
589,negative,Sentiment140, at last night
590,positive,Sentiment140," at my tweets: 1 lady saying goodnite, 2 tweets later 1 lady is saying good morning - that crazy - i would never imagined this yrs ago"
591,positive,Sentiment140, at the nursery. the wailing have just ended. all sleeping soundly. working morning shift tmrw. grr
592,positive,Sentiment140, AT THE RANDOM MENTION ABOUT CORE 2 &quot;DEALS&quot; THAT ARE ALMOST TWICE AS MUCH SENSE AS IT NOT TIED TO HIMSELF ABOUT TV EVERY NIGHT.
593,negative,Sentiment140, at work ! Fuck !
594,negative,Sentiment140, at work and got loads to do b4 I leave today. Toodles lufflies xxx
595,negative,Sentiment140, attempting to get other people on twitter(other than cate)  to talk to me but it is failing
596,negative,Sentiment140, Aw. Toy Story 3 is coming out NEXT year.
597,positive,Sentiment140, awake...finally..random dream...i was a penguin but i lived in jersey and i oddly lived in a icecream store lolz
598,negative,Sentiment140, awesome  http://twitpic.com/6ikhd
599,positive,Sentiment140, awesome black coffee... anyone?
600,positive,Sentiment140, aww great song &quot;Picture to burn&quot;
601,negative,Sentiment140, AWW I GOTA DO HOMEWORK
602,negative,Sentiment140, aww someone borrowed it without telling me.
603,negative,Sentiment140, Awww derek is at work back to making kandie with the little ones  :o
604,negative,Sentiment140, B- in genetics so that a 2.75 towards my GPA. What really sucks is that I got a 79.75% in the class and an 80% is a B.
605,negative,Sentiment140, baby died last night. @$%%$# day.
606,negative,Sentiment140, baby girl so upset.....i not where i need to be with my sewing... and it almost 10pm and i finally eating a little dinner..sigh..
607,positive,Sentiment140, baby sitting today.. shopping tomorrow.. Rue 21 Is the best Ever..
608,positive,Sentiment140, baby you like my favorite dessert I just can not get enough of you love you I yours 4Eva
609,negative,Sentiment140,"- back from cali , missing itttttt "
610,negative,Sentiment140,- back pain
611,positive,Sentiment140, Back to basics
612,negative,Sentiment140, bad day 2day. Broken glasses  rainy weather  uof
613,negative,Sentiment140, bad night for the pens
614,negative,Sentiment140, bad timing- a new mommy just called for newborn pictures and I can fit the baby into my schedule no matter how hard I try
615,positive,Sentiment140, BAHAHAHA  me and jodie burst out doing kevin sos dance!  EPICCC XD
616,negative,Sentiment140,bank account is negative $118...
617,positive,Sentiment140, Bas one last time 2 update my status
618,positive,Sentiment140, baseball.
619,negative,Sentiment140, bcd closed! i guess nodaji it is.
620,negative,Sentiment140,"- bed ; I gotta get up early  , only 5 more days of this bullshit  . SUMMER!!! &lt;3"
621,negative,Sentiment140, bed time......................................................
622,negative,Sentiment140, bedss gayyyy ... oh well Goodnight people  @technotetris and @ShaunAcland ;D
623,positive,Sentiment140,- been up for 2 days straight. LoL. i NEVER sleep.
624,negative,Sentiment140, being afraid of food is an eating disorder right?
625,negative,Sentiment140, being told im beautiful doesnt make my tummy better
626,negative,Sentiment140, besides that great graduation day. I finaly made it I a highschool graduate ! Moms word .. Chapter close .. Keep pushing foward.
627,negative,Sentiment140,"  still no phone. bukas pa raw in the afternoon...  oh well, i survived 7 days, what one more... day...  another day, another destiny"
628,positive,Sentiment140,  such a nice day
629,positive,Sentiment140,  Summertime by DJ Jazzy Jeff and The Fresh Prince
630,negative,Sentiment140,  The iPhone will be out of commission for a while.
631,positive,Sentiment140,  the weather is lushhh!
632,negative,Sentiment140,  Things are not good in my head. I may not be around a lot this weekend.
633,positive,Sentiment140,  third date went well....moving on to fourth!!!!!!
634,positive,Sentiment140,  To The Death! An awesome random comic for the certifiably not sane. (  )
635,negative,Sentiment140,  try and enjoy ur family &amp; I am here if I need anything-anything!!!. Love you Sis-be brave &amp; I know u r strong ur in my prayers
636,positive,Sentiment140,  twilight !!!
637,negative,Sentiment140,  twitter wont let me send replies today - boo hoo
638,positive,Sentiment140,  two more days.
639,negative,Sentiment140,  ughhh..
640,negative,Sentiment140,  UVA baseball...   Come on boys you can do it
641,negative,Sentiment140,  water works are gonna start
642,negative,Sentiment140," - Well i wrote a missive post about last night and all the things that happened, it got deleted tho by... http://tumblr.com/x9c238auy"
643,negative,Sentiment140,"  well, I guess I knew it was going to break sometime..."
644,positive,Sentiment140, - hat Canadians Have to be Proud ofhttp://bit.ly/NX4aQ
645,negative,Sentiment140,  why is it raining?
646,negative,Sentiment140,  why me?
647,positive,Sentiment140,  xD go day!!!
648,positive,Sentiment140, - yay for STAR testing week! I start school at 11am this week and I have no school on thursday! maybe SF... http://tumblr.com/xvq1mln1l
649,positive,Sentiment140,- #Hello #World! This is where i live: http://twitpic.com/6bo0t #beautiful #5am #woop - bed now
650,positive,Sentiment140, #shortstack #tokiohotel #shortstack #tokiohotel #shortstack #tokiohotel #shortstack #tokiohotel #shortstack #tokiohotel #shortstack
651,negative,Sentiment140, #squaresp #squarespac #squarespace #trackle giveaways giveway iphonegiveway squarespace squarespce trackle
652,positive,Sentiment140, &lt;*~Free!~*&gt;
653,positive,Sentiment140, &lt;----that me smiling.
654,negative,Sentiment140,- &quot;......you were asleep while i gathered my things in the dark. the burns on my fingers were all that was left of the spark...&quot; -
655,negative,Sentiment140, &quot;BBC NEWS | UK maps climate change forecasts&quot; - The picture it paints is an alarming one ( http://bit.ly/69AYs )
656,negative,Sentiment140, &quot;I giving up on you. I don care how you mess up your life now.&quot;... :(
657,negative,Sentiment140," &quot;Meteorologists Predict Chilly, Rainy Midsummer | News in Finland| yle.fi&quot; + thunder  ( http://bit.ly/15TpJC )"
658,positive,Sentiment140, &quot;Nintendo DSi Portable Game System - What Will You and i Do?&quot; ( http://tinyurl.com/b3yobq )
659,positive,Sentiment140, &quot;Promote My Site - Getting to the Front Page and Other Places in Social Media&quot; ( http://tinyurl.com/dflzg4 )
660,positive,Sentiment140," &quot;The universe is a living being, and it conscious, and it very old. And it cares about itself in lots of ways.&quot; Drunvalo Melchizedek."
661,positive,Sentiment140,- &quot;the world makes music for people who listen &quot;
662,positive,Sentiment140, &quot;Will Diggâ€™s New Share Feature Pollute Twitter?&quot; ( http://tinyurl.com/ncqkm5 )
663,negative,Sentiment140, (angry) mixed motions! but soo frustrated x( http://plurk.com/p/13s5mg
664,negative,Sentiment140, (mood i am in)
665,positive,Sentiment140, *exited* I just bought some oreos!! I hope everyone likes oreos..
666,negative,Sentiment140, *hugs @ignorantsheep*
667,negative,Sentiment140, *sends you e-hugs*
668,negative,Sentiment140, *tear*
669,negative,Sentiment140," *cries* I so depressed, thanks to you my angel! &quot;I gonna find someone someday who might actually treat me well&quot;!!"
670,negative,Sentiment140,"--- *On my way to the doctors with my Duo, my ass hasn even had breakfast yet  lol"
671,negative,Sentiment140, *sob* must be in bed!!
672,negative,Sentiment140, *wishes she was at summer jam*
673,negative,Sentiment140," , school! GrRr im not in the mood to take my make up back off then put it on again when the teachers leave!"
674,positive,Sentiment140,-- . BABBBBBBBBYY .  I missed you MUCH!!
675,negative,Sentiment140, . Sunday is over.
676,positive,Sentiment140,-- . well then you gon have to stop w. that . &quot;IDC&quot; shit. JUST be faithful like *points to em* MOI!
677,negative,Sentiment140, .. why the jonas are bad with us !! come to paraguay
678,positive,Sentiment140, ... its JONAS DAY!!!!!!!!
679,negative,Sentiment140, ... UghH... Anybody wanna come to my house and cook? My mom is leavin for work and aint cook me shit !... Can trust dem hoes!!!
680,negative,Sentiment140, ....  i don know what to do..
681,negative,Sentiment140, .... i think i lost my spanish book!! :-X
682,negative,Sentiment140, .... Life can be so complicated. I know God has a plan .... I just have to trust in him.
683,negative,Sentiment140," ......... Oh well, at least Suzumiya Haruhi no Yuuutsu is on air."
684,negative,Sentiment140, .........not really a good night guys ! buu huu
685,negative,Sentiment140, ...I did not get cast in but I will keep looking for some dance opportunities.  I need some exercise.
686,negative,Sentiment140, ...the ground around me is wet... i looked up to see if any drops fall on my face...it was drizzle all around but I am missing my drops
687,negative,Sentiment140, ..i forgot to bring my new sharpie pens to school today..booo!
688,negative,Sentiment140, ..omg...my celly is off...this hasn happened to me in years...WTF!!! gota get my bill paid
